> Output metrics for KIDSpec Simulation of object Standard_Star_GD71

Date run: 2022-05-17 16:57:24.115129 

> Input Parameters for simulation and instrument: 

Telescope mirror diameter: 3000 cm 
Exposure time: 500 s 
Seeing: 0.8 arcseconds 
Airmass: 1.5 

Slit width: 0.60 arcseconds 
Slit length: 0.60 arcseconds 
Slicers: 1 

KIDSpec grating incidence angle: 25.0 deg 
KIDSpec grating blaze angle: 25.0 deg 
KIDSpec grating grooves: 173.8 /mm 

Number of spectral pixels in each arm: 4500 
Pixel plate scale: 0.3 
Chosen MKID energy resolution at fiducial point: 40 
Percentage of spectral pixels which are dead: 0.00 
Number of dead spectral pixels in KIDSpec: 0 
MKID energy resolution at fiducial point standard deviation for KIDSpec: 0.00 

Simulation spectrum magnitudes:
U --> 11.752822721067993 
B --> 12.68607547678169 
V --> 13.00013465990375 
R --> 13.215907669250797 
I --> 13.378627749316989 
Z --> 13.425980123828563 
Y --> 13.638804084825624 
J --> 13.756404263189317 
H --> 13.849812388502176 
K --> N/A 
L --> N/A 
M --> N/A 
N --> N/A 
Q --> N/A 
Flux reduced by factor of 1.00000
Spectrum redshifted by 0.000

> Result parameters: 

OPT orders observed: 13 
IR orders observed: 1 
 
Wavelength range tested: 350 - 1900 nm 
Recreated spectrum resolution: 8899 - 11149 
Recreated spectrum resolution average: 10024 +/- 1124 
Average residuals (absoluted): (3.260 +/- 0.001)% 
FWHM of residuals (not absoluted): 20.527 
R value: 0.994 
Average SNR: 578.224 +/- 50.405 
Average X-Shooter Noise included SNR: 578.071 
Average SOXS Noise included SNR: 578.178 
Percentage of photons which were misidentified (total): 0.03439013
Percentage of photons which were misidentified (average per pixel): 0.02973865

Simulation run duration: 0:20:19.887297 (hours:minutes:seconds)

Saturated pixels in OPT/Single arm:
Pixel Number 1 :   1414685 / 500000 photons
Pixel Number 2 :   1321500 / 500000 photons
Pixel Number 3 :   1423005 / 500000 photons
Pixel Number 4 :   1429098 / 500000 photons
Pixel Number 5 :   1234999 / 500000 photons
Pixel Number 6 :   1485893 / 500000 photons
Pixel Number 7 :   1453492 / 500000 photons
Pixel Number 8 :   1445268 / 500000 photons
Pixel Number 9 :   1351881 / 500000 photons
Pixel Number 10 :   1261737 / 500000 photons
Pixel Number 11 :   1358242 / 500000 photons
Pixel Number 12 :   1281733 / 500000 photons
Pixel Number 13 :   1382609 / 500000 photons
Pixel Number 14 :   1375323 / 500000 photons
Pixel Number 15 :   1314108 / 500000 photons
Pixel Number 16 :   1382499 / 500000 photons
Pixel Number 17 :   1370541 / 500000 photons
Pixel Number 18 :   1396446 / 500000 photons
Pixel Number 19 :   1465710 / 500000 photons
Pixel Number 20 :   1298182 / 500000 photons
Pixel Number 21 :   1522280 / 500000 photons
Pixel Number 22 :   1377468 / 500000 photons
Pixel Number 23 :   1431096 / 500000 photons
Pixel Number 24 :   1358357 / 500000 photons
Pixel Number 25 :   1241684 / 500000 photons
Pixel Number 26 :   1335797 / 500000 photons
Pixel Number 27 :   1419471 / 500000 photons
Pixel Number 28 :   1331623 / 500000 photons
Pixel Number 29 :   1257179 / 500000 photons
Pixel Number 30 :   1273470 / 500000 photons
Pixel Number 31 :   1332272 / 500000 photons
Pixel Number 32 :   1356590 / 500000 photons
Pixel Number 33 :   1272504 / 500000 photons
Pixel Number 34 :   1305186 / 500000 photons
Pixel Number 35 :   1238792 / 500000 photons
Pixel Number 36 :   1501159 / 500000 photons
Pixel Number 37 :   1356426 / 500000 photons
Pixel Number 38 :   1458333 / 500000 photons
Pixel Number 39 :   1430044 / 500000 photons
Pixel Number 40 :   1432845 / 500000 photons
Pixel Number 41 :   1481618 / 500000 photons
